"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","A1.1","stay","leave","A1.4","A2.1","A2.2","A2.3","A2.4","A3.1","A3.2","A3.3","Q138","A3.4","A3.5","A3.6","Q139","A3.7","A3.8","A3.9","Q140","A3.10","A3.11","A3.12","Q141","A3.13","A3.14","A3.15","Q142","A3.16","A3.17","A3.18","Q143","A3.19","A3.20","A3.21","Q144","A3.22","A3.23","A3.24","Q145","A3.25","A3.26","A3.27","Q146","A3.28","A3.29","A3.30","Q147","A3.31","A3.32","A3.33","Q148","A3.34","A3.35","A3.36","Q149","A3.37","A3.38","A3.39","Q150","A3.40","A3.41","A3.42","Q151","A3.43","A3.44","A3.45","Q152","A3.46","A3.47","A3.48","Q153","A3.49","A3.50","A3.51","Q154","A3.52","A3.53","A3.54","Q155","A3.55","A3.56","A3.57","Q156","A3.58","A3.59","A3.60","Q157","A3.61","A3.62","A3.63","Q158","A3.64","A3.65","A3.66","Q159","A3.67","A3.68","A3.69","Q160","A3.70","A3.71","A3.72","Q161","A3.73","A3.74","A3.75","Q162","A3.76","A3.77","A3.78","Q163","A3.79","A3.80","A3.81","Q164","A3.82","A3.83","A3.84","Q165","A3.85","A3.86","A3.87","Q166","A3.88","A3.89","A3.90","Q167","A3.91","A3.92","A3.93","Q168","A4.1","A4.2","A4.3","A4.4","A5.1","A5.2","A5.3","A6.1","A6.2","A6.3","A6.4","A6.5","A6.6","A6.7","A6.8","A6.9_1","A6.9_2","A6.9_3","A6.9_4","A7.1","LocationLatitude","LocationLongitude","LocationAccuracy","condition","accuracy_gain","accuracy_lost","accuracy_lost_new","comment"
"R_1F4G0GotaVokxzh","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 13:24:52,2015-10-19 13:40:20,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,100,0,100,30,70,20,"not observed at all",1,"Male",20,"Yes","How much we would try and game the study.",1,1,0,0,120.005,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-25,-73,-84,""
"R_2P6CBMWJ3e0Deo3","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 13:56:00,2015-10-19 14:02:58,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,8,9,30,7,6,20,"&nbsp;",1,"Female",27,"Yes","",1,1,0,0,48.035,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-117,-64,-75,""
"R_20opxrPo5xM8DV7","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 14:15:17,2015-10-19 14:23:41,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,50,30,20,50,20,30,"&nbsp;",1,"Female",25,"No","Perception of smile",1,1,0,0,46.268,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-75,-43,-54,""
"R_3m4exhRiwx0G3Zi","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 14:57:48,2015-10-19 15:22:02,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,30,35,-5,30,35,-5,"&nbsp;",1,"Other",19,"Yes","That people see themselves as better at telling fake from real smiles than other people. I suspect that the amount of ""wrong"" or ""right"" display messages is about the same no matter what answer you select.",1,1,0,0,120.002,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-95,-38,-49,""
"R_2fee8WHjMQWtuzl","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 15:22:09,2015-10-19 15:35:06,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,90,75,15,85,80,5,"&nbsp;",1,"Male",20,"Yes","That people will overestimate their success rate at a task when they are not asked to keep track of it consciously.",1,1,0,0,119.999,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-35,2,-9,""
"R_12G6dSohwfl9ARJ","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 16:10:41,2015-10-19 16:19:52,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,50,30,20,40,30,10,"&nbsp;",1,"Female",18,"Yes","People become more confident with their answers regarding ambiguous smiles if they are told they're correct.",1,1,42.864,45.926,46.482,11,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",-75,-43,-54,""
"R_1H0ieelOsL18zY5","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 16:34:27,2015-10-19 17:13:31,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,100,50,50,100,50,50,"&nbsp;",1,"Male",23,"Yes","Incentives and disincentives will influence people's responses more than an actual question.",1,1,0,0,120.005,0,"ran by mb","41.780395507812","-87.602699279785","-1","alone",-25,-23,-34,""
"R_1Fs1Ompw5gwuGcF","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-19 17:22:54,2015-10-19 17:31:01,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,45,65,20,50,75,30,"&nbsp;",1,"Female",28,"Yes","people could not tell the difference between real or fake smiles",1,1,0,0,120.008,0,"ran by mb","41.780395507812","-87.602699279785","-1","alone",-80,-8,-19,""
"R_1QiN24ZCzxYHIDW","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-20 13:41:29,2015-10-20 13:49:10,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,35,30,5,40,40,0,"not observed at all",1,"Female",21,"Yes","Something about whether or not getting an answer correct, and how many points you lost, affects your perception of the next image.",1,1,0,0,1.943,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-90,-43,-54,""
"R_3QJdzzSZhdiF1dF","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-20 14:00:27,2015-10-20 14:14:46,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,100,80,20,100,80,20,"very observed",1,"Male",19,"Yes","Hard to say what the claim made was, but you were probably testing how we react to unfair/random stimuli, given that it's almost impossible to tell outside of context if a smile is real or not. So you wanted to know if we were more likely to say a smile ws real after we were rewarded heavily for doing so, or penalized heavily for doing so, or rewarded heavily for not doing so, or penalized heavily for not doing so, or all of the above but with minor rewards instead of major ones. Comparatively, at least. ut I thought of that easily and early, which leads me to believe you thought we would suspect this, so what you're really testing is our response to the perceived test, i.e. how well we thought we could game the system. And by the end I wasn't even botherng to look at the smile, I was trying to predict based on the previous answers if it made sense for you to make the smile real or fake, given that you're trying to avoid an obvious pattern. So I fell right into the trap, even as I saw that it was one. Plese give me more money, I really need it.",1,1,0,0,97.955,0,"ran by mb","41.780395507812","-87.602699279785","-1","alone",-25,7,-4,""
"R_1hT1j7SEsaiTAVw","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-20 14:52:15,2015-10-20 15:02:51,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,70,60,10,65,60,5,"&nbsp;",1,"Male",18,"Yes","To see what the effects of seeing a genuine smile or a false smile have on the viewer.",1,1,0,0,88.822,0,"","41.780395507812","-87.602699279785","-1","alone",-55,-13,-24,""
"R_3nIsFcHgRoY9Ij7","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-20 15:03:02,2015-10-20 15:42:01,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,40,30,10,40,30,10,"very observed",1,"Female",18,"Yes","How behavior changes with incentives and observation",1,1,0,0,67.477,0,"This was the participant's first time at the DRL. MMS","41.780395507812","-87.602699279785","-1","alone",-85,-43,-54,""
"R_2bHThJU3cNPlXpn","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-20 16:03:14,2015-10-20 16:13:05,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,50,30,20,50,20,30,"&nbsp;",1,"Female",25,"Yes","If people are aware of whether or not photos/smiles are from advertisements or actual candid shots?",1,1,0,0,46.075,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-75,-43,-54,""
"R_sYhlk8VdRJPZQS5","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-20 16:55:50,2015-10-20 17:06:56,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,80,50,30,100,60,40,"&nbsp;",1,"Female",18,"Yes","Whether or not participants were able to identify a fake versus real smile under pressure.",1,1,0,0,120.019,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-45,-23,-34,""
"R_A5tCjYqdtbeNc1H","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-20 17:15:22,2015-10-20 17:55:00,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,30,40,-10,50,55,-5,"not observed at all",1,"Female",19,"No","If participants could successfully distinguish fake smiles from real smiles.",1,1,0,0,120.015,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-95,-33,-44,""
"R_124iuQIv0vSPbxk","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-22 14:02:38,2015-10-22 14:09:35,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,30,15,15,35,20,15,"&nbsp;",1,"Female",18,"Yes","Can people determine if a smile is real or fake",1,1,0,0,46.875,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-95,-58,-69,""
"R_3ef7TVtm49Wxmbr","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-22 14:52:02,2015-10-22 15:03:31,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,80,90,-10,70,90,-20,"not observed at all",1,"Female",19,"Yes","I think this study will be used to make more effective advertising. You want someone who genuinely looks happy to represent your product. You are trying to determine what qualities of a smile make it look sincere.",1,1,0,0,120.01,0,"","41.780395507812","-87.602699279785","-1","alone",-45,17,6,""
"R_2Bl1xae5BcPyB05","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-22 15:26:53,2015-10-22 15:35:31,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,50,40,10,50,40,10,"&nbsp;",1,"Other",18,"Yes","I don't know. Something regarding facial features. But my problem with this study is that there is nothing clarifying what a ""fake"" smile is and what a ""real"" smile is. If somebody is making the facial gesture of a smile, it's a smile. By fake smile do yo mean a smile that is forced? And a real smile as in a smile that was made due to some sort of stimulus? I'm not sure. There needs to be a better distinction.",1,1,0,0,93.905,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-75,-33,-44,""
"R_8eL4nqntLlCDaql","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-22 16:04:08,2015-10-22 16:24:00,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,50,25,25,60,30,30,"not observed at all",1,"Female",21,"Yes","",1,1,0,0,120.005,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-75,-48,-59,""
"R_12xPHP6Au64Rqdr","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-22 16:44:40,2015-10-22 16:51:29,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,50,20,30,40,20,20,"not observed at all",1,"Female",19,"Yes","People get 50/50 right",1,1,0,0,120.011,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-75,-53,-64,""
"R_2fB6pJc5fwyWlFD","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-22 17:00:22,2015-10-22 17:46:07,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,45,30,15,40,30,10,"&nbsp;",1,"Female",23,"Yes","How well people can detect fake vs. real smiles and how consequences (both positive and negative) may affect the ability to detect the realness of the smiles.",1,1,0,0,120.002,0,"MMS","41.780395507812","-87.602699279785","-1","alone",-80,-43,-54,""
"R_123xHhmQvbOtQVK","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 12:21:43,2015-10-23 12:30:19,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,50,40,10,55,35,20,"&nbsp;",1,"Male",18,"Yes","To determine whether or not someone is able to successfully see whether a smile is real or not.",1,1,0,0,88.172,0,"read the instructions very quickly
Ran by MB","41.780395507812","-87.602699279785","-1","alone",-75,-33,-44,""
"R_2dFmdEXhkw4G11K","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 13:11:50,2015-10-23 13:20:58,1,1,NA,1,1,1,NA,1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,40,30,10,40,50,-10,"&nbsp;",1,"Male",19,"Yes","To figure out the reaction when rewards/punishments are arbitrary.",1,1,0,0,47.234,0,"ran by MB","41.780395507812","-87.602699279785","-1","alone",-85,-43,-54,""
"R_3D8lZOthiSoEc6J","Default Response Set","Anonymous","","","128.135.213.148","0",2015-10-23 13:33:12,2015-10-23 13:40:51,1,1,NA,1,1,1,NA,1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,"Real",1,1,1,"Real",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Fake",1,1,1,"Real",1,1,1,80,70,10,100,50,50,"not observed at all",1,"Male",18,"No","the amount of teeth shown in a smile affects how real it is perceived to be",1,1,1.734,1.734,89.38,1,"Ran by MB","41.780395507812","-87.602699279785","-1","alone",-45,-3,-14,""
